method,method_label,papr_db
LearnedNonlinear,Learned + Nonlinear RX,5.3664265
LearnedNonlinear,Learned + Nonlinear RX,5.6279507
LearnedNonlinear,Learned + Nonlinear RX,5.9397764
LearnedNonlinear,Learned + Nonlinear RX,7.365813
LearnedNonlinear,Learned + Nonlinear RX,6.4100475
LearnedNonlinear,Learned + Nonlinear RX,4.986358
LearnedNonlinear,Learned + Nonlinear RX,4.8460817
LearnedNonlinear,Learned + Nonlinear RX,5.1535983
LearnedNonlinear,Learned + Nonlinear RX,5.2973986
LearnedNonlinear,Learned + Nonlinear RX,5.5833745
LearnedNonlinear,Learned + Nonlinear RX,4.6543207
LearnedNonlinear,Learned + Nonlinear RX,5.2077956
LearnedNonlinear,Learned + Nonlinear RX,4.648165
LearnedNonlinear,Learned + Nonlinear RX,5.6035333
LearnedNonlinear,Learned + Nonlinear RX,4.453846
LearnedNonlinear,Learned + Nonlinear RX,4.6482615
LearnedNonlinear,Learned + Nonlinear RX,5.560367
LearnedNonlinear,Learned + Nonlinear RX,4.2527413
LearnedNonlinear,Learned + Nonlinear RX,7.167089
LearnedNonlinear,Learned + Nonlinear RX,5.746976
LearnedNonlinear,Learned + Nonlinear RX,5.8566995
LearnedNonlinear,Learned + Nonlinear RX,5.2960706
LearnedNonlinear,Learned + Nonlinear RX,5.226597
LearnedNonlinear,Learned + Nonlinear RX,4.82796
LearnedNonlinear,Learned + Nonlinear RX,5.3943133
LearnedNonlinear,Learned + Nonlinear RX,5.2930694
LearnedNonlinear,Learned + Nonlinear RX,5.565604
LearnedNonlinear,Learned + Nonlinear RX,5.7180448
LearnedNonlinear,Learned + Nonlinear RX,4.7363605
LearnedNonlinear,Learned + Nonlinear RX,5.461044
LearnedNonlinear,Learned + Nonlinear RX,5.5578165
LearnedNonlinear,Learned + Nonlinear RX,6.9892673
LearnedNonlinear,Learned + Nonlinear RX,6.327124
LearnedNonlinear,Learned + Nonlinear RX,6.3109164
LearnedNonlinear,Learned + Nonlinear RX,6.5580673
LearnedNonlinear,Learned + Nonlinear RX,4.3379564
LearnedNonlinear,Learned + Nonlinear RX,3.8187277
LearnedNonlinear,Learned + Nonlinear RX,5.6313415
LearnedNonlinear,Learned + Nonlinear RX,5.664292
LearnedNonlinear,Learned + Nonlinear RX,5.5318713
LearnedNonlinear,Learned + Nonlinear RX,5.6450205
LearnedNonlinear,Learned + Nonlinear RX,5.4575515
LearnedNonlinear,Learned + Nonlinear RX,4.2432494
LearnedNonlinear,Learned + Nonlinear RX,5.070121
LearnedNonlinear,Learned + Nonlinear RX,5.5468388
LearnedNonlinear,Learned + Nonlinear RX,5.376777
LearnedNonlinear,Learned + Nonlinear RX,5.8890743
LearnedNonlinear,Learned + Nonlinear RX,4.7553744
LearnedNonlinear,Learned + Nonlinear RX,6.2465134
LearnedNonlinear,Learned + Nonlinear RX,5.9577274
LearnedNonlinear,Learned + Nonlinear RX,6.371064
LearnedNonlinear,Learned + Nonlinear RX,4.8620634
LearnedNonlinear,Learned + Nonlinear RX,5.7037306
LearnedNonlinear,Learned + Nonlinear RX,5.1658707
LearnedNonlinear,Learned + Nonlinear RX,5.169112
LearnedNonlinear,Learned + Nonlinear RX,4.909914
LearnedNonlinear,Learned + Nonlinear RX,6.2331176
LearnedNonlinear,Learned + Nonlinear RX,6.2143183
LearnedNonlinear,Learned + Nonlinear RX,5.460398
LearnedNonlinear,Learned + Nonlinear RX,5.7968817
LearnedNonlinear,Learned + Nonlinear RX,4.1346064
LearnedNonlinear,Learned + Nonlinear RX,5.529381
LearnedNonlinear,Learned + Nonlinear RX,5.969605
LearnedNonlinear,Learned + Nonlinear RX,4.64558
LearnedNonlinear,Learned + Nonlinear RX,4.5901394
LearnedNonlinear,Learned + Nonlinear RX,7.074376
LearnedNonlinear,Learned + Nonlinear RX,6.2842016
LearnedNonlinear,Learned + Nonlinear RX,5.4547586
LearnedNonlinear,Learned + Nonlinear RX,5.559019
LearnedNonlinear,Learned + Nonlinear RX,5.0908446
LearnedNonlinear,Learned + Nonlinear RX,5.223138
